No,Timestamp,PM2.5 raw,PM2.5 density,PM10 density,Air quality level,Temperature,Humidity,Pressure,Altitude estimate,Device ID
48,2025-12-05 22:23:30,14.7,18.9,25.9,BAIK,27.0,72.4,940.6,625.1,10:B4:1D:E8:2E:E4
49,2025-12-05 22:24:00,5.7,6.8,10.9,BAIK,27.0,70.4,940.3,624.4,10:B4:1D:E8:2E:E4
50,2025-12-05 22:24:30,9.2,10.5,14.8,BAIK,28.0,72.9,940.6,623.6,10:B4:1D:E8:2E:E4
51,2025-12-05 22:25:00,9.4,12.3,18.1,BAIK,27.1,72.3,940.5,624.5,10:B4:1D:E8:2E:E4
52,2025-12-05 22:25:30,2.8,3.9,5.3,BAIK,27.8,75.0,940.6,624.4,10:B4:1D:E8:2E:E4
53,2025-12-05 22:26:00,173.3,222.9,345.2,SANGAT TIDAK SEHAT,26.8,71.1,940.7,624.6,10:B4:1D:E8:2E:E4
54,2025-12-05 22:26:30,9.2,13.0,16.2,BAIK,27.4,72.4,940.2,625.2,10:B4:1D:E8:2E:E4
55,2025-12-05 22:27:00,12.0,14.6,20.3,BAIK,28.2,71.6,940.2,623.7,10:B4:1D:E8:2E:E4
56,2025-12-05 22:27:30,2.4,2.8,4.0,BAIK,27.8,76.3,940.5,625.0,10:B4:1D:E8:2E:E4
57,2025-12-05 22:28:00,27.7,38.5,52.7,BAIK,27.4,78.0,940.4,623.8,10:B4:1D:E8:2E:E4
58,2025-12-05 22:28:30,11.3,16.5,22.9,BAIK,28.3,73.4,940.5,624.1,10:B4:1D:E8:2E:E4
59,2025-12-05 22:29:00,4.6,6.0,8.1,BAIK,27.5,73.2,940.6,624.5,10:B4:1D:E8:2E:E4
60,2025-12-05 22:29:30,2.7,3.7,5.5,BAIK,28.7,73.3,940.5,624.7,10:B4:1D:E8:2E:E4
61,2025-12-05 22:30:00,5.2,6.8,8.2,BAIK,27.3,71.5,940.5,624.6,10:B4:1D:E8:2E:E4
62,2025-12-05 22:30:30,5.7,7.2,9.3,BAIK,27.3,74.0,940.5,624.2,10:B4:1D:E8:2E:E4
63,2025-12-05 22:31:00,5.8,7.0,10.6,BAIK,28.0,73.1,940.4,625.3,10:B4:1D:E8:2E:E4
64,2025-12-05 22:31:30,3.0,3.7,5.4,BAIK,28.6,72.8,940.9,625.2,10:B4:1D:E8:2E:E4
65,2025-12-05 22:32:00,21.8,26.7,41.8,BAIK,27.5,74.5,940.1,624.8,10:B4:1D:E8:2E:E4
66,2025-12-05 22:32:30,5.3,5.3,6.4,BAIK,27.4,72.7,940.7,623.6,10:B4:1D:E8:2E:E4
67,2025-12-05 22:33:00,6.3,9.2,11.3,BAIK,27.1,72.7,940.5,624.3,10:B4:1D:E8:2E:E4
68,2025-12-05 22:33:30,7.6,10.3,13.2,BAIK,27.8,69.7,940.5,623.9,10:B4:1D:E8:2E:E4
69,2025-12-05 22:34:00,6.1,6.3,9.0,BAIK,27.7,74.0,940.6,624.5,10:B4:1D:E8:2E:E4
70,2025-12-05 22:34:30,6.4,9.4,13.2,BAIK,28.0,73.9,940.9,624.6,10:B4:1D:E8:2E:E4
71,2025-12-05 22:35:00,2.0,2.2,2.7,BAIK,27.0,72.7,940.6,625.3,10:B4:1D:E8:2E:E4
72,2025-12-05 22:35:30,6.4,10.1,12.4,BAIK,27.6,74.2,940.7,624.1,10:B4:1D:E8:2E:E4
73,2025-12-05 22:36:00,32.9,41.1,54.0,BAIK,28.0,68.9,940.4,624.7,10:B4:1D:E8:2E:E4
74,2025-12-05 22:36:30,4.1,5.8,7.8,BAIK,27.0,72.0,940.6,623.9,10:B4:1D:E8:2E:E4
75,2025-12-05 22:37:00,4.6,6.8,9.3,BAIK,28.2,76.1,940.8,625.1,10:B4:1D:E8:2E:E4
76,2025-12-05 22:37:30,13.0,15.5,21.7,BAIK,27.4,74.8,941.0,624.4,10:B4:1D:E8:2E:E4
77,2025-12-05 22:38:00,28.4,37.1,46.8,BAIK,28.3,73.3,940.9,624.6,10:B4:1D:E8:2E:E4
78,2025-12-05 22:38:30,6.5,8.1,9.8,BAIK,27.5,75.6,940.6,624.9,10:B4:1D:E8:2E:E4
79,2025-12-05 22:39:00,11.9,16.0,23.0,BAIK,27.3,72.2,940.4,624.2,10:B4:1D:E8:2E:E4
80,2025-12-05 22:39:30,5.6,6.6,8.3,BAIK,27.3,72.4,940.8,625.0,10:B4:1D:E8:2E:E4
81,2025-12-05 22:40:00,0.7,0.4,0.5,BAIK,28.4,71.8,940.9,623.9,10:B4:1D:E8:2E:E4
82,2025-12-05 22:40:30,2.9,3.7,5.3,BAIK,28.6,75.3,940.4,625.3,10:B4:1D:E8:2E:E4
83,2025-12-05 22:41:00,20.2,29.9,40.7,BAIK,27.3,71.4,940.4,624.4,10:B4:1D:E8:2E:E4
84,2025-12-05 22:41:30,8.4,9.8,15.6,BAIK,26.7,73.8,940.4,624.8,10:B4:1D:E8:2E:E4
85,2025-12-05 22:42:00,15.1,20.8,30.7,BAIK,28.5,75.0,940.1,624.5,10:B4:1D:E8:2E:E4
86,2025-12-05 22:42:30,2.5,3.3,4.0,BAIK,29.0,71.1,940.7,624.5,10:B4:1D:E8:2E:E4
87,2025-12-05 22:43:00,1.8,2.3,2.9,BAIK,28.5,74.9,940.7,624.6,10:B4:1D:E8:2E:E4
88,2025-12-05 22:43:30,9.4,12.7,15.4,BAIK,27.9,73.1,940.5,624.2,10:B4:1D:E8:2E:E4
89,2025-12-05 22:44:00,3.7,4.3,6.0,BAIK,27.5,73.8,940.6,624.0,10:B4:1D:E8:2E:E4
90,2025-12-05 22:44:30,7.8,10.9,14.6,BAIK,28.3,74.9,940.7,624.1,10:B4:1D:E8:2E:E4
91,2025-12-05 22:45:00,10.3,13.1,16.8,BAIK,28.2,71.1,940.3,624.4,10:B4:1D:E8:2E:E4
92,2025-12-05 22:45:30,7.6,10.8,13.3,BAIK,27.7,72.1,940.7,624.5,10:B4:1D:E8:2E:E4
93,2025-12-05 22:46:00,4.3,5.2,7.2,BAIK,28.8,68.8,940.6,625.2,10:B4:1D:E8:2E:E4
94,2025-12-05 22:46:30,10.5,11.7,15.1,BAIK,28.0,70.9,940.0,624.7,10:B4:1D:E8:2E:E4
95,2025-12-05 22:47:00,1.4,1.4,2.2,BAIK,27.6,71.9,940.8,625.2,10:B4:1D:E8:2E:E4
96,2025-12-05 22:47:30,2.9,3.2,4.6,BAIK,29.1,73.1,940.4,624.4,10:B4:1D:E8:2E:E4
97,2025-12-05 22:48:00,1.8,2.4,3.0,BAIK,28.4,70.1,940.4,624.5,10:B4:1D:E8:2E:E4
98,2025-12-05 22:48:30,20.7,28.9,42.2,BAIK,26.9,73.1,940.7,624.5,10:B4:1D:E8:2E:E4
99,2025-12-05 22:49:00,12.8,14.5,20.3,BAIK,27.8,72.9,940.2,624.9,10:B4:1D:E8:2E:E4
100,2025-12-05 22:49:30,6.4,8.9,11.5,BAIK,28.2,71.0,940.4,625.1,10:B4:1D:E8:2E:E4
101,2025-12-05 22:50:00,5.5,7.0,9.1,BAIK,27.9,70.7,940.2,624.9,10:B4:1D:E8:2E:E4
102,2025-12-05 22:50:30,2.4,2.4,3.5,BAIK,27.8,68.1,940.6,624.3,10:B4:1D:E8:2E:E4
103,2025-12-05 22:51:00,7.1,10.1,14.5,BAIK,27.1,71.1,940.3,624.9,10:B4:1D:E8:2E:E4
104,2025-12-05 22:51:30,4.7,5.3,7.1,BAIK,27.6,69.2,940.6,625.0,10:B4:1D:E8:2E:E4
105,2025-12-05 22:52:00,10.2,12.4,17.3,BAIK,28.0,71.2,940.7,623.6,10:B4:1D:E8:2E:E4
106,2025-12-05 22:52:30,6.8,7.5,11.8,BAIK,28.4,76.0,940.8,624.9,10:B4:1D:E8:2E:E4
107,2025-12-05 22:53:00,25.8,38.5,51.6,BAIK,28.7,69.9,940.6,624.7,10:B4:1D:E8:2E:E4
108,2025-12-05 22:53:30,9.7,13.8,17.2,BAIK,27.6,71.2,940.6,624.2,10:B4:1D:E8:2E:E4
109,2025-12-05 22:54:00,1.0,1.2,1.5,BAIK,28.0,74.6,940.7,624.4,10:B4:1D:E8:2E:E4
110,2025-12-05 22:54:30,1.7,2.0,2.6,BAIK,27.9,71.4,940.9,625.2,10:B4:1D:E8:2E:E4
111,2025-12-05 22:55:00,10.7,14.8,18.5,BAIK,27.4,74.6,940.8,624.8,10:B4:1D:E8:2E:E4
112,2025-12-05 22:55:30,6.4,8.2,11.5,BAIK,27.6,71.9,940.4,624.5,10:B4:1D:E8:2E:E4
113,2025-12-05 22:56:00,4.9,6.2,8.1,BAIK,28.0,69.3,940.5,625.5,10:B4:1D:E8:2E:E4
114,2025-12-05 22:56:30,11.4,15.0,21.0,BAIK,28.1,70.4,940.0,624.1,10:B4:1D:E8:2E:E4
115,2025-12-05 22:57:00,35.5,49.6,64.1,BAIK,27.4,74.0,940.7,624.6,10:B4:1D:E8:2E:E4
116,2025-12-05 22:57:30,21.3,27.7,33.4,BAIK,28.8,68.8,940.7,625.0,10:B4:1D:E8:2E:E4
117,2025-12-05 22:58:00,14.6,20.5,28.7,BAIK,28.4,71.1,940.5,624.6,10:B4:1D:E8:2E:E4
118,2025-12-05 22:58:30,4.9,5.1,7.2,BAIK,27.8,72.4,940.6,625.3,10:B4:1D:E8:2E:E4
119,2025-12-05 22:59:00,12.3,14.6,18.0,BAIK,28.1,76.0,940.6,625.3,10:B4:1D:E8:2E:E4
120,2025-12-05 22:59:30,3.8,3.6,4.4,BAIK,28.7,70.4,940.3,623.8,10:B4:1D:E8:2E:E4
121,2025-12-05 23:00:00,17.9,25.9,39.9,BAIK,29.0,70.3,940.6,624.8,10:B4:1D:E8:2E:E4
122,2025-12-05 23:00:30,0.0,0.4,0.6,BAIK,27.8,72.7,940.3,624.2,10:B4:1D:E8:2E:E4
123,2025-12-05 23:01:00,11.9,13.6,18.2,BAIK,28.0,70.3,940.6,623.6,10:B4:1D:E8:2E:E4
124,2025-12-05 23:01:30,27.0,40.3,62.9,BAIK,29.5,73.4,940.2,624.8,10:B4:1D:E8:2E:E4
125,2025-12-05 23:02:00,19.4,26.1,32.6,BAIK,28.9,70.7,940.8,624.5,10:B4:1D:E8:2E:E4
126,2025-12-05 23:02:30,8.4,10.6,12.9,BAIK,28.2,72.2,940.8,624.1,10:B4:1D:E8:2E:E4
127,2025-12-05 23:03:00,37.3,42.4,57.0,BAIK,28.8,70.2,940.7,624.8,10:B4:1D:E8:2E:E4
128,2025-12-05 23:03:30,4.6,5.7,8.8,BAIK,28.8,73.7,940.7,624.9,10:B4:1D:E8:2E:E4
129,2025-12-05 23:04:00,0.4,0.4,0.6,BAIK,29.2,71.3,940.6,624.7,10:B4:1D:E8:2E:E4
130,2025-12-05 23:04:30,3.1,4.4,6.2,BAIK,28.2,71.3,940.6,624.8,10:B4:1D:E8:2E:E4
131,2025-12-05 23:05:00,4.5,7.3,9.2,BAIK,27.5,70.8,940.3,625.4,10:B4:1D:E8:2E:E4
132,2025-12-05 23:05:30,2.0,2.3,3.4,BAIK,29.2,69.2,940.6,625.0,10:B4:1D:E8:2E:E4
133,2025-12-05 23:06:00,3.0,4.4,6.2,BAIK,28.3,72.0,940.3,623.3,10:B4:1D:E8:2E:E4
134,2025-12-05 23:06:30,3.7,5.2,8.2,BAIK,28.9,72.6,940.6,624.7,10:B4:1D:E8:2E:E4
135,2025-12-05 23:07:00,6.2,7.9,9.6,BAIK,29.2,71.4,940.3,624.4,10:B4:1D:E8:2E:E4
136,2025-12-05 23:07:30,9.8,12.3,16.0,BAIK,28.3,71.3,940.6,625.3,10:B4:1D:E8:2E:E4
137,2025-12-05 23:08:00,4.0,7.0,10.1,BAIK,29.3,71.0,940.5,624.5,10:B4:1D:E8:2E:E4
138,2025-12-05 23:08:30,51.4,66.1,86.9,SEDANG,27.9,71.0,940.6,624.6,10:B4:1D:E8:2E:E4
139,2025-12-05 23:09:00,21.7,27.4,36.5,BAIK,28.1,71.3,940.5,625.0,10:B4:1D:E8:2E:E4
140,2025-12-05 23:09:30,13.0,18.4,23.2,BAIK,29.0,71.1,940.4,624.5,10:B4:1D:E8:2E:E4
141,2025-12-05 23:10:00,6.1,7.3,9.1,BAIK,28.5,70.5,940.6,625.4,10:B4:1D:E8:2E:E4
142,2025-12-05 23:10:30,4.0,5.6,8.2,BAIK,29.3,72.5,940.5,623.4,10:B4:1D:E8:2E:E4
143,2025-12-05 23:11:00,3.5,3.8,5.1,BAIK,28.6,70.2,940.3,624.5,10:B4:1D:E8:2E:E4
144,2025-12-05 23:11:30,2.2,4.3,5.8,BAIK,28.5,72.1,940.4,623.1,10:B4:1D:E8:2E:E4
145,2025-12-05 23:12:00,17.1,21.2,26.6,BAIK,28.8,71.7,940.1,624.9,10:B4:1D:E8:2E:E4
146,2025-12-05 23:12:30,6.9,8.3,12.1,BAIK,28.3,70.9,940.4,623.4,10:B4:1D:E8:2E:E4
147,2025-12-05 23:13:00,29.7,34.5,53.6,BAIK,28.6,68.6,940.5,624.1,10:B4:1D:E8:2E:E4
148,2025-12-05 23:13:30,3.2,4.7,6.7,BAIK,28.2,72.4,940.3,624.7,10:B4:1D:E8:2E:E4
149,2025-12-05 23:14:00,1.9,2.2,3.4,BAIK,29.2,68.1,940.9,625.2,10:B4:1D:E8:2E:E4
150,2025-12-05 23:14:30,4.2,6.5,9.9,BAIK,29.0,71.3,940.7,624.7,10:B4:1D:E8:2E:E4
151,2025-12-05 23:15:00,4.1,6.4,8.4,BAIK,28.4,70.5,940.6,623.8,10:B4:1D:E8:2E:E4
152,2025-12-05 23:15:30,14.0,19.5,27.1,BAIK,28.1,73.0,940.6,624.3,10:B4:1D:E8:2E:E4
153,2025-12-05 23:16:00,9.3,11.7,15.5,BAIK,28.8,71.0,940.8,623.7,10:B4:1D:E8:2E:E4
154,2025-12-05 23:16:30,8.3,9.3,12.7,BAIK,29.3,69.3,940.8,625.0,10:B4:1D:E8:2E:E4
155,2025-12-05 23:17:00,9.6,12.1,14.8,BAIK,27.4,68.3,940.6,624.3,10:B4:1D:E8:2E:E4
156,2025-12-05 23:17:30,3.3,3.2,4.7,BAIK,28.7,69.1,940.4,625.1,10:B4:1D:E8:2E:E4
157,2025-12-05 23:18:00,2.4,3.5,5.1,BAIK,28.4,68.7,940.4,623.6,10:B4:1D:E8:2E:E4
158,2025-12-05 23:18:30,5.4,7.4,11.4,BAIK,28.8,69.4,940.5,624.4,10:B4:1D:E8:2E:E4
159,2025-12-05 23:19:00,2.4,3.9,6.2,BAIK,28.0,72.8,940.4,625.4,10:B4:1D:E8:2E:E4
160,2025-12-05 23:19:30,12.8,18.5,28.6,BAIK,29.1,69.3,940.7,624.3,10:B4:1D:E8:2E:E4
161,2025-12-05 23:20:00,14.2,16.2,23.9,BAIK,29.6,68.5,940.7,624.5,10:B4:1D:E8:2E:E4
162,2025-12-05 23:20:30,11.2,14.7,18.3,BAIK,28.5,68.7,940.5,623.8,10:B4:1D:E8:2E:E4
163,2025-12-05 23:21:00,26.9,36.9,48.7,BAIK,29.9,69.8,940.5,623.9,10:B4:1D:E8:2E:E4
164,2025-12-05 23:21:30,11.0,13.7,17.8,BAIK,29.1,70.6,940.3,624.7,10:B4:1D:E8:2E:E4
165,2025-12-05 23:22:00,6.1,6.6,9.3,BAIK,29.1,67.2,940.7,625.4,10:B4:1D:E8:2E:E4
166,2025-12-05 23:22:30,9.5,11.3,15.9,BAIK,28.8,70.7,940.4,625.0,10:B4:1D:E8:2E:E4
167,2025-12-05 23:23:00,3.3,4.5,6.5,BAIK,29.1,69.9,940.4,623.7,10:B4:1D:E8:2E:E4
168,2025-12-05 23:23:30,7.9,11.6,15.1,BAIK,28.6,70.2,940.2,624.6,10:B4:1D:E8:2E:E4
169,2025-12-05 23:24:00,7.7,10.4,13.7,BAIK,28.6,72.2,940.9,623.9,10:B4:1D:E8:2E:E4
170,2025-12-05 23:24:30,9.1,11.7,18.7,BAIK,29.5,68.1,940.6,624.5,10:B4:1D:E8:2E:E4
171,2025-12-05 23:25:00,27.1,30.6,46.3,BAIK,28.4,71.9,940.6,624.0,10:B4:1D:E8:2E:E4
172,2025-12-05 23:25:30,6.7,8.6,12.9,BAIK,28.4,67.4,940.6,624.2,10:B4:1D:E8:2E:E4
173,2025-12-05 23:26:00,15.5,17.4,26.2,BAIK,28.9,71.7,940.3,624.7,10:B4:1D:E8:2E:E4
174,2025-12-05 23:26:30,15.3,17.2,21.9,BAIK,28.9,70.1,940.2,625.0,10:B4:1D:E8:2E:E4
175,2025-12-05 23:27:00,9.5,11.0,14.3,BAIK,28.5,67.7,940.5,624.4,10:B4:1D:E8:2E:E4
176,2025-12-05 23:27:30,13.0,18.4,22.5,BAIK,28.8,73.8,940.6,623.6,10:B4:1D:E8:2E:E4
177,2025-12-05 23:28:00,8.4,9.6,13.3,BAIK,28.8,67.6,940.7,623.9,10:B4:1D:E8:2E:E4
178,2025-12-05 23:28:30,2.5,3.6,5.2,BAIK,29.0,65.7,940.7,624.4,10:B4:1D:E8:2E:E4
179,2025-12-05 23:29:00,5.8,6.2,8.7,BAIK,28.0,72.3,940.2,624.3,10:B4:1D:E8:2E:E4
180,2025-12-05 23:29:30,9.0,10.2,14.2,BAIK,28.3,69.8,940.5,624.7,10:B4:1D:E8:2E:E4
181,2025-12-05 23:30:00,12.0,18.0,26.2,BAIK,28.6,69.9,940.5,623.7,10:B4:1D:E8:2E:E4
182,2025-12-05 23:30:30,12.5,16.7,21.3,BAIK,29.6,70.4,940.6,623.4,10:B4:1D:E8:2E:E4
183,2025-12-05 23:31:00,20.2,25.9,39.5,BAIK,28.8,70.4,940.3,624.3,10:B4:1D:E8:2E:E4
184,2025-12-05 23:31:30,25.6,33.7,51.4,BAIK,29.7,69.7,940.4,624.9,10:B4:1D:E8:2E:E4
185,2025-12-05 23:32:00,13.0,18.3,24.0,BAIK,28.7,69.9,940.8,624.4,10:B4:1D:E8:2E:E4
186,2025-12-05 23:32:30,46.2,66.7,89.3,SEDANG,29.1,70.0,940.7,624.0,10:B4:1D:E8:2E:E4
187,2025-12-05 23:33:00,5.3,5.8,7.2,BAIK,29.2,68.8,940.6,624.6,10:B4:1D:E8:2E:E4
188,2025-12-05 23:33:30,26.2,38.6,57.5,BAIK,29.4,66.6,940.2,623.9,10:B4:1D:E8:2E:E4
189,2025-12-05 23:34:00,2.5,3.4,5.4,BAIK,28.7,65.9,940.3,623.9,10:B4:1D:E8:2E:E4
190,2025-12-05 23:34:30,23.6,28.4,43.5,BAIK,28.8,69.0,940.6,624.1,10:B4:1D:E8:2E:E4
191,2025-12-05 23:35:00,4.2,5.4,6.6,BAIK,28.7,68.6,940.5,623.4,10:B4:1D:E8:2E:E4
192,2025-12-05 23:35:30,4.7,6.2,9.4,BAIK,29.0,74.1,940.4,625.4,10:B4:1D:E8:2E:E4
193,2025-12-05 23:36:00,3.4,4.4,5.8,BAIK,28.9,73.0,940.4,624.7,10:B4:1D:E8:2E:E4
194,2025-12-05 23:36:30,11.1,14.1,21.8,BAIK,28.9,72.9,940.5,623.7,10:B4:1D:E8:2E:E4
195,2025-12-05 23:37:00,3.6,5.5,7.6,BAIK,29.3,71.3,940.5,623.7,10:B4:1D:E8:2E:E4
196,2025-12-05 23:37:30,8.1,11.7,14.2,BAIK,28.8,68.5,940.7,625.0,10:B4:1D:E8:2E:E4
197,2025-12-05 23:38:00,2.1,2.0,2.8,BAIK,29.5,67.7,940.4,624.3,10:B4:1D:E8:2E:E4
198,2025-12-05 23:38:30,5.0,6.1,8.0,BAIK,28.7,70.7,940.4,624.3,10:B4:1D:E8:2E:E4
199,2025-12-05 23:39:00,5.3,6.8,8.8,BAIK,28.7,66.4,940.2,624.7,10:B4:1D:E8:2E:E4
200,2025-12-05 23:39:30,20.9,25.9,41.3,BAIK,28.9,71.0,940.6,624.7,10:B4:1D:E8:2E:E4
201,2025-12-05 23:40:00,5.7,7.7,12.0,BAIK,28.9,63.3,940.6,624.2,10:B4:1D:E8:2E:E4
202,2025-12-05 23:40:30,29.7,37.6,46.8,BAIK,29.0,70.4,940.8,625.0,10:B4:1D:E8:2E:E4
203,2025-12-05 23:41:00,8.0,11.7,15.0,BAIK,30.0,66.6,940.6,625.7,10:B4:1D:E8:2E:E4
204,2025-12-05 23:41:30,3.1,3.9,5.3,BAIK,29.0,65.7,940.3,625.1,10:B4:1D:E8:2E:E4
205,2025-12-05 23:42:00,9.9,13.3,19.7,BAIK,28.4,71.2,940.3,624.3,10:B4:1D:E8:2E:E4
206,2025-12-05 23:42:30,11.0,13.1,16.2,BAIK,29.6,71.4,940.5,624.4,10:B4:1D:E8:2E:E4
207,2025-12-05 23:43:00,4.8,4.9,7.1,BAIK,29.0,66.8,940.5,624.6,10:B4:1D:E8:2E:E4
208,2025-12-05 23:43:30,13.3,17.3,22.9,BAIK,29.8,70.3,940.7,624.9,10:B4:1D:E8:2E:E4
209,2025-12-05 23:44:00,17.0,20.2,26.1,BAIK,28.5,66.8,940.7,624.5,10:B4:1D:E8:2E:E4
210,2025-12-05 23:44:30,7.6,10.8,14.6,BAIK,29.5,70.7,940.5,623.8,10:B4:1D:E8:2E:E4
211,2025-12-05 23:45:00,4.3,6.0,9.4,BAIK,29.3,70.5,940.6,624.4,10:B4:1D:E8:2E:E4
212,2025-12-05 23:45:30,9.9,11.0,16.1,BAIK,28.8,68.3,940.9,623.8,10:B4:1D:E8:2E:E4
213,2025-12-05 23:46:00,2.0,2.7,3.9,BAIK,28.7,70.4,940.6,624.7,10:B4:1D:E8:2E:E4
